[00:02:05.197] |C| [handle_access_violation]: Unhandled write protected region was valid. Address=0x10
[00:02:08.158] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.158] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.177] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.177] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.178] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.178] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.179] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.179] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.180] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.182] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.182] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.183] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.183] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.185] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.185] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.186] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.186] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.186] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.187] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.187] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.188] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.188] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.188] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.189] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.189] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.190] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.190] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.192] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.192] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.193] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.193] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.193] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.194] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.194] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.195] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.195] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.195] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.196] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.196] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.197] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.197] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.197] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.198] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.198] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.199] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.199] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.199] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.200] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.200] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.201] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.201] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.201] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.202] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.202] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.203] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.203] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.203] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.204] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.221] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.222] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.223] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.223] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.223] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.224] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.224] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.225] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.225] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.226] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.226] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.226] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.227] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.227] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.228] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.228] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.228] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.229] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.229] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.230] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.230] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.230] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.231] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.231] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.232] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.232] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.233] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.233] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.233] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.234] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.234] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.235] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.235] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.236] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.236] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.239] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.240] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.240] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.241] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.241] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.242] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.242] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.243] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.243] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.243] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.244] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.244] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.245] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.245] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.246] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.246] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.247] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.247] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.247] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.248] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.248] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.249] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.249] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.249] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.250] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.250] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.251] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.251] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.252] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.266] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.266] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.266] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.267] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.267] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.268] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.268] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.269] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.269] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.270] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.270] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.271] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.271] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.272] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.273] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.273] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.274] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.274] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.274] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.276] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.276] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.277] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.277] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.277] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.278] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.278] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.279] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.279] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.279] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.280] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.280] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.281] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.281] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.282] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.282] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.283] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.283] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.286] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.286] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.287] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.287] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.287] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.288] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.289] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.289] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.290] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.290] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.291] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.291] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.291] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.292] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.292] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.293] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.293] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.294] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.294] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.294] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.295] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.295] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.296] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.296] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.296] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.297] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.297] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.298] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.300] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.300] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.301] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.301] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.302] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.302] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.303] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.303] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.304] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.304] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.304] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.306] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.306] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.306] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.307] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.307] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.308] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.308] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.308] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.309] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.309] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.310] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.310] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.310] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.311] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.311] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.312] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.312] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.312] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.313] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.313] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.314] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.316] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.316] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.317] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.317] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.317] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.318] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.318] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.319] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.319] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.319] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.320] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.320] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.321] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.321] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.322] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.322] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.323] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.323] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.324] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.324] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.325] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.325] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.325] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.326] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.326] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.328] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.328] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.329] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.330] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.330] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.333] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.333] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.333] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.334] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.334] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.335] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.335] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.335] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.336] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.336] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.337] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.337] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.337] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.338] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.338] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.339] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.339] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.340] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.340] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.341] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.361] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.361] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.362] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.363] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.363] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.364] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.365] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.365] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.366] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.366] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.367] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.367] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.367] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.368] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.368] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.370] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.370] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.371] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.371] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.372] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.372] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.372] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.373] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.373] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.374] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.374] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.375] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.378] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.378] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.379] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.379] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.379] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.380] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.380] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.381] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.381] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.382] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.382] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.382] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.383] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.383] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.384] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.384] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.384] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.385] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.385] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.386] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.386] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.386] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.387] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.387] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.388] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.388] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
